species,wlcent,gflog,excit,j_lo,e_upp,j_up,lande_lower,lande_upper,lande,gamrad,gamqst,gamvw,depth,reference,term_lower,term_upper,error,atom_number,ionization
TiO 1,6547.3667,-1.4069999999999998,0.4017456231098609,23.0,2.2948667814595023,24.0,99.0,99.0,99.0,7.013999999999999,0.0,0.0,0.001,_          -0.0196677        50 wl:PPN2012  50 gf:PPN2012  50 PPN2012  50 PPN2012  50 PPN2012  50 PPN2012  50 PPN2012  50 PPN2012  50 PPN2012    (50)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,22,3","8s2.3p4.4p1.1d1 A,3,3,0,23,5",0.5,1.0,1.0
TiO 1,6547.3789,-0.425,0.6350169312820065,64.0,2.528140197363005,65.0,99.0,99.0,99.0,7.207000000000001,0.0,0.0,0.004,_                             1 wl:PPN2012   1 gf:PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,-,63,3","8s2.3p4.4p1.1d1 B,3,1,+,64,2",0.5,1.0,1.0
TiO 1,6547.3823,-0.8240000000000001,0.708731177958982,84.0,2.6018731036617,85.0,99.0,99.0,99.0,6.977,0.0,0.0,0.001,_          0.0676647         43 wl:PPN2012  43 gf:PPN2012  43 PPN2012  43 PPN2012  43 PPN2012  43 PPN2012  43 PPN2012  43 PPN2012  43 PPN2012    (47)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,83,2","8s2.3p4.4p1.1d1 A,3,3,0,84,4",0.5,1.0,1.0
TiO 1,6547.3854,-1.161,0.36880912186456366,2.0,2.261954184367477,2.0,99.0,99.0,99.0,7.156000000000001,0.0,0.0,0.002,_          0.0818997          1 wl:PPN2012   1 gf:PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,1,3","8s2.3p4.4p1.1d1 A,3,3,0,1,5",0.5,1.0,1.0
TiO 1,6547.3994,0.213,0.7632352510878374,75.0,2.6563605629080937,76.0,99.0,99.0,99.0,6.992000000000001,0.0,0.0,0.011000000000000001,_          0.0275654          1 wl:PPN2012   1 gf:PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,76,3","8s2.3p4.4p1.1d1 A,3,3,0,77,5",0.5,1.0,1.0
TiO 1,6547.4357,-0.6779999999999999,0.5296560901533734,47.0,2.4227582169287034,47.0,99.0,99.0,99.0,7.0089999999999995,0.0,0.0,0.003,_          -0.0164247        41 wl:PPN2012  41 gf:PPN2012  41 PPN2012  41 PPN2012  41 PPN2012  41 PPN2012  41 PPN2012  41 PPN2012  41 PPN2012    (46)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,47,3","8s2.3p4.4p1.1d1 A,3,3,0,47,5",0.5,1.0,1.0
TiO 1,6547.446,-0.9420000000000001,0.5680161065391249,68.0,2.4611204154363304,67.0,99.0,99.0,99.0,6.997000000000001,0.0,0.0,0.002,_          0.00137898        41 wl:PPN2012  41 gf:PPN2012  41 PPN2012  41 PPN2012  41 PPN2012  41 PPN2012  41 PPN2012  41 PPN2012  41 PPN2012    (46)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,68,2","8s2.3p4.4p1.1d1 A,3,3,0,67,4",0.5,1.0,1.0
TiO 1,6547.4486,-0.252,0.7378910709556603,62.0,2.6309942639950883,62.0,99.0,99.0,99.0,7.21,0.0,0.0,0.004,_                             1 wl:PPN2012   1 gf:PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,+,61,4","8s2.3p4.4p1.1d1 B,3,1,-,61,3",0.5,1.0,1.0
TiO 1,6547.452,-1.1159999999999999,0.44184424509989656,33.0,2.3349390940028347,34.0,99.0,99.0,99.0,7.01,0.0,0.0,0.002,_          -0.0252424        43 wl:PPN2012  43 gf:PPN2012  43 PPN2012  43 PPN2012  43 PPN2012  43 PPN2012  43 PPN2012  43 PPN2012  43 PPN2012    (47)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,32,3","8s2.3p4.4p1.1d1 A,3,3,0,33,5",0.5,1.0,1.0
TiO 1,6547.4597,-0.9059999999999999,0.5051801341608204,44.0,2.398275305422672,44.0,99.0,99.0,99.0,7.01,0.0,0.0,0.002,_          -0.0163476        50 wl:PPN2012  50 gf:PPN2012  50 PPN2012  50 PPN2012  50 PPN2012  50 PPN2012  50 PPN2012  50 PPN2012  50 PPN2012    (50)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,44,3","8s2.3p4.4p1.1d1 A,3,3,0,44,5",0.5,1.0,1.0
TiO 1,6547.4867,0.124,1.174798823241185,84.0,3.0678910188822974,83.0,99.0,99.0,99.0,6.968,0.0,0.0,0.002,_                             1 wl:PPN2012   1 gf:PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,83,6","8s2.3p4.4p1.1d1 A,3,3,0,82,9",0.5,1.0,1.0
TiO 1,6547.4912,-0.33399999999999996,0.8021011229992671,68.0,2.695191917618948,68.0,99.0,99.0,99.0,7.206,0.0,0.0,0.003,_                             1 wl:PPN2012   1 gf:PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,-,68,4","8s2.3p4.4p1.1d1 B,3,1,+,68,3",0.5,1.0,1.0
TiO 1,6547.495,0.20800000000000002,0.836399714637971,94.0,2.729494377564613,95.0,99.0,99.0,99.0,6.97,0.0,0.0,0.008,_          0.0170207          1 wl:PPN2012   1 gf:PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,94,2","8s2.3p4.4p1.1d1 A,3,3,0,95,4",0.5,1.0,1.0
TiO 1,6547.4995,-0.584,0.5624979542607418,69.0,2.455594191786692,69.0,99.0,99.0,99.0,6.992000000000001,0.0,0.0,0.004,_          0.0271021         41 wl:PPN2012  41 gf:PPN2012  41 PPN2012  41 PPN2012  41 PPN2012  41 PPN2012  41 PPN2012  41 PPN2012  41 PPN2012    (46)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,68,2","8s2.3p4.4p1.1d1 A,3,3,0,68,4",0.5,1.0,1.0
TiO 1,6547.5215,-0.9179999999999999,0.3691949978823499,3.0,2.2622982405154572,3.0,99.0,99.0,99.0,7.082999999999999,0.0,0.0,0.004,_          0.0732372          1 wl:PPN2012   1 gf:PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,2,3","8s2.3p4.4p1.1d1 A,3,3,0,2,5",0.5,1.0,1.0
TiO 1,6547.5446,-0.06,0.445436464050038,55.0,2.3385152941946634,54.0,99.0,99.0,99.0,7.002000000000001,0.0,0.0,0.02,_          0.0119104          1 wl:PPN2012   1 gf:PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,54,2","8s2.3p4.4p1.1d1 A,3,3,0,53,4",0.5,1.0,1.0
TiO 1,6547.5446,-0.19899999999999998,0.8530004051803574,72.0,2.746075776165873,72.0,99.0,99.0,99.0,7.204,0.0,0.0,0.003,_                             1 wl:PPN2012   1 gf:PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,-,73,4","8s2.3p4.4p1.1d1 B,3,1,+,73,3",0.5,1.0,1.0
TiO 1,6547.5533,-0.166,1.160499390989622,31.0,3.0535723318848675,32.0,99.0,99.0,99.0,6.9879999999999995,0.0,0.0,0.001,_                             1 wl:PPN2012   1 gf:PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,32,9","8s2.3p4.4p1.1d1 A,3,3,0,33,12",0.5,1.0,1.0
TiO 1,6547.5572,-0.253,1.1149648554393852,16.0,3.008036655680014,16.0,99.0,99.0,99.0,6.996,0.0,0.0,0.001,_                             1 wl:PPN2012   1 gf:PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,17,9","8s2.3p4.4p1.1d1 A,3,3,0,17,12",0.5,1.0,1.0
TiO 1,6547.5643,-0.7040000000000001,0.6433157515475707,65.0,2.5363853944631636,65.0,99.0,99.0,99.0,7.206,0.0,0.0,0.002,_                             1 wl:PPN2012   1 gf:PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,+,64,3","8s2.3p4.4p1.1d1 B,3,1,-,65,2",0.5,1.0,1.0
Fe 1,6547.5741,-5.31,0.9581573171009916,3.0,2.851224170372141,4.0,1.25,1.49,1.86,4.5,-6.21,-7.83,0.816,_          Kurucz Fe I 2014   9 wl:K14   9 gf:K14   9 K14   9 K14   9 K14   9 K14   9 K14   9 K14   9 K14    Fe,3d7.(4F).4s a5F,3d6.(5D).4s.4p.(3P*) z7F*,0.5,1.0,1.0
TiO 1,6547.5757,0.068,1.0591706027516556,101.0,2.9522369476875956,101.0,99.0,99.0,99.0,7.175,0.0,0.0,0.003,_                             1 wl:PPN2012   1 gf:PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,+,102,3","8s2.3p4.4p1.1d1 B,3,1,-,102,2",0.5,1.0,1.0
TiO 1,6547.5813,-1.367,0.37649090997457824,10.0,2.269562598629429,10.0,99.0,99.0,99.0,7.022,0.0,0.0,0.001,_          0.0240162         43 wl:PPN2012  43 gf:PPN2012  43 PPN2012  43 PPN2012  43 PPN2012  43 PPN2012  43 PPN2012  43 PPN2012  43 PPN2012    (47)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,9,3","8s2.3p4.4p1.1d1 A,3,3,0,9,5",0.5,1.0,1.0
TiO 1,6547.583,-0.063,1.0831677937656778,44.0,2.976232105360779,45.0,99.0,99.0,99.0,6.984,0.0,0.0,0.002,_                             1 wl:PPN2012   1 gf:PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,43,8","8s2.3p4.4p1.1d1 A,3,3,0,44,11",0.5,1.0,1.0
TiO 1,6547.5848,-1.214,0.5079256030343396,75.0,2.4009894434894905,75.0,99.0,99.0,99.0,6.987,0.0,0.0,0.001,_                             1 wl:PPN2012   1 gf:PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,75,1","8s2.3p4.4p1.1d1 A,3,3,0,74,3",0.5,1.0,1.0
TiO 1,6547.603,-0.581,0.6817703802744117,80.0,2.574832646130255,80.0,99.0,99.0,99.0,6.986000000000001,0.0,0.0,0.002,_          0.0132157         43 wl:PPN2012  43 gf:PPN2012  43 PPN2012  43 PPN2012  43 PPN2012  43 PPN2012  43 PPN2012  43 PPN2012  43 PPN2012    (47)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,80,2","8s2.3p4.4p1.1d1 A,3,3,0,80,4",0.5,1.0,1.0
TiO 1,6547.6068,-0.004,0.8140528648780541,83.0,2.7071102705533563,83.0,99.0,99.0,99.0,7.195,0.0,0.0,0.006,_                             1 wl:PPN2012   1 gf:PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,-,82,3","8s2.3p4.4p1.1d1 B,3,1,+,82,2",0.5,1.0,1.0
TiO 1,6547.6109,-0.231,0.457045501208598,34.0,2.3500995097168893,33.0,99.0,99.0,99.0,7.016,0.0,0.0,0.013000000000000001,_          -0.00773675        1 wl:PPN2012   1 gf:PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,34,3","8s2.3p4.4p1.1d1 A,3,3,0,33,5",0.5,1.0,1.0
TiO 1,6547.6132,-1.391,0.4047994282840686,24.0,2.297848849377054,25.0,99.0,99.0,99.0,7.013999999999999,0.0,0.0,0.001,_          -0.0211158        50 wl:PPN2012  50 gf:PPN2012  50 PPN2012  50 PPN2012  50 PPN2012  50 PPN2012  50 PPN2012  50 PPN2012  50 PPN2012    (50)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,23,3","8s2.3p4.4p1.1d1 A,3,3,0,24,5",0.5,1.0,1.0
TiO 1,6547.6196,-0.04,0.954669294470404,94.0,2.8477229806197824,94.0,99.0,99.0,99.0,7.183,0.0,0.0,0.003,_                             1 wl:PPN2012   1 gf:PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,-,94,3","8s2.3p4.4p1.1d1 B,3,1,+,94,2",0.5,1.0,1.0
TiO 1,6547.6277,-0.7759999999999999,0.3697094455129127,4.0,2.2627795471700356,4.0,99.0,99.0,99.0,7.055,0.0,0.0,0.005,_          0.0649991          1 wl:PPN2012   1 gf:PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,3,3","8s2.3p4.4p1.1d1 A,3,3,0,3,5",0.5,1.0,1.0
TiO 1,6547.6292,0.033,0.7710996803191452,97.0,2.6641232135116986,96.0,99.0,99.0,99.0,6.972,0.0,0.0,0.006999999999999999,_          -0.0949734         1 wl:PPN2012   1 gf:PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,98,1","8s2.3p4.4p1.1d1 A,3,3,0,97,3",0.5,1.0,1.0
TiO 1,6547.6338,-1.1320000000000001,0.5525029681816874,67.0,2.445552711633586,66.0,99.0,99.0,99.0,6.997999999999999,0.0,0.0,0.001,_          0.000404898       49 wl:PPN2012  49 gf:PPN2012  49 PPN2012  49 PPN2012  49 PPN2012  49 PPN2012  49 PPN2012  49 PPN2012  49 PPN2012    (49)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,67,2","8s2.3p4.4p1.1d1 A,3,3,0,66,4",0.5,1.0,1.0
TiO 1,6547.64,0.424,0.9316454290002014,109.0,2.824661299969351,109.0,99.0,99.0,99.0,6.954,0.0,0.0,0.01,_          -0.110350          1 wl:PPN2012   1 gf:PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,110,1","8s2.3p4.4p1.1d1 A,3,3,0,110,3",0.5,1.0,1.0
Mn 1,6547.6433,-3.9,4.353678230383469,2.5,6.246725060330711,1.5,1.02,0.4,1.49,7.28,-6.17,-7.77,0.006999999999999999,"_          Kurucz MnI 2007   31 wl:K07  31 gf:K07  31 K07  31 K07  31 K07  31 K07  31 K07  31 K07  31 K07   hfs:BBAOKb,BPPN Mn",3d6.(3F2).4s a4F,3d5.(4G).4s.4p.(3P*) y4F*,0.5,1.0,1.0
TiO 1,6547.6437,0.377,0.831629906178678,103.0,2.7246779634454907,103.0,99.0,99.0,99.0,6.959,0.0,0.0,0.013000000000000001,_          0.00463462         1 wl:PPN2012   1 gf:PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,103,1","8s2.3p4.4p1.1d1 A,3,3,0,103,3",0.5,1.0,1.0
TiO 1,6547.6446,-1.179,0.384026161161603,14.0,2.2770738092805645,14.0,99.0,99.0,99.0,7.018,0.0,0.0,0.002,_          0.00412364        41 wl:PPN2012  41 gf:PPN2012  41 PPN2012  41 PPN2012  41 PPN2012  41 PPN2012  41 PPN2012  41 PPN2012  41 PPN2012    (46)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,13,3","8s2.3p4.4p1.1d1 A,3,3,0,13,5",0.5,1.0,1.0
Mn 1,6547.6459,-3.946,4.353679992198915,2.5,6.246726067702315,1.5,1.02,0.4,1.49,7.28,-6.17,-7.77,0.006999999999999999,"_          Kurucz MnI 2007   31 wl:K07  31 gf:K07  31 K07  31 K07  31 K07  31 K07  31 K07  31 K07  31 K07   hfs:BBAOKb,BPPN Mn",3d6.(3F2).4s a4F,3d5.(4G).4s.4p.(3P*) y4F*,0.5,1.0,1.0
TiO 1,6547.6479,0.33899999999999997,1.238466246046144,63.0,3.131511774035329,63.0,99.0,99.0,99.0,6.982,0.0,0.0,0.002,_                             1 wl:PPN2012   1 gf:PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,64,8","8s2.3p4.4p1.1d1 A,3,3,0,64,11",0.5,1.0,1.0
Mn 1,6547.6494,-3.5780000000000003,4.353679992198915,2.5,6.246725060330711,1.5,1.02,0.4,1.49,7.28,-6.17,-7.77,0.006999999999999999,"_          Kurucz MnI 2007   31 wl:K07  31 gf:K07  31 K07  31 K07  31 K07  31 K07  31 K07  31 K07  31 K07   hfs:BBAOKb,BPPN Mn",3d6.(3F2).4s a4F,3d5.(4G).4s.4p.(3P*) y4F*,0.5,1.0,1.0
Mn 1,6547.6527,-4.122,4.353683534427435,2.5,6.246727634738587,1.5,1.02,0.4,1.49,7.28,-6.17,-7.77,0.006999999999999999,"_          Kurucz MnI 2007   31 wl:K07  31 gf:K07  31 K07  31 K07  31 K07  31 K07  31 K07  31 K07  31 K07   hfs:BBAOKb,BPPN Mn",3d6.(3F2).4s a4F,3d5.(4G).4s.4p.(3P*) y4F*,0.5,1.0,1.0
Mn 1,6547.6582,-3.423,4.353683534427435,2.5,6.246726067702315,1.5,1.02,0.4,1.49,7.28,-6.17,-7.77,0.006999999999999999,"_          Kurucz MnI 2007   31 wl:K07  31 gf:K07  31 K07  31 K07  31 K07  31 K07  31 K07  31 K07  31 K07   hfs:BBAOKb,BPPN Mn",3d6.(3F2).4s a4F,3d5.(4G).4s.4p.(3P*) y4F*,0.5,1.0,1.0
Mn 1,6547.6617,-3.7539999999999996,4.353683534427435,2.5,6.246725060330711,1.5,1.02,0.4,1.49,7.28,-6.17,-7.77,0.006999999999999999,"_          Kurucz MnI 2007   31 wl:K07  31 gf:K07  31 K07  31 K07  31 K07  31 K07  31 K07  31 K07  31 K07   hfs:BBAOKb,BPPN Mn",3d6.(3F2).4s a4F,3d5.(4G).4s.4p.(3P*) y4F*,0.5,1.0,1.0
Mn 1,6547.6637,-4.502,4.353688894264292,2.5,6.246729828267008,1.5,1.02,0.4,1.49,7.28,-6.17,-7.77,0.006999999999999999,"_          Kurucz MnI 2007   31 wl:K07  31 gf:K07  31 K07  31 K07  31 K07  31 K07  31 K07  31 K07  31 K07   hfs:BBAOKb,BPPN Mn",3d6.(3F2).4s a4F,3d5.(4G).4s.4p.(3P*) y4F*,0.5,1.0,1.0
H 1,6562.797,0.71,10.198829118035931,1.5,12.08750482298528,2.5,99.0,99.0,99.0,8.766,2.0,3.0,0.102,_          H 1 Kurucz NLTE   67 wl:CDROM18  67 gf:CDROM18  67 CDROM18  67 CDROM18  67 CDROM18  67 CDROM18  67 CDROM18  67 CDROM18  67 CDROM18    H,n=2 n=2,n=3 n=3,0.5,1.0,1.0
TiO 1,6591.7206,-1.2109999999999999,0.27942404132938836,22.0,2.159812654918255,22.0,99.0,99.0,99.0,7.212999999999999,0.0,0.0,0.003,_                             1 wl:PPN2012   1 gf:PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,+,21,2","8s2.3p4.4p1.1d1 B,3,1,-,22,1",0.5,1.0,1.0
TiO 1,6591.7239,-1.2109999999999999,0.27942404132938836,22.0,2.159811663044675,22.0,99.0,99.0,99.0,7.212999999999999,0.0,0.0,0.003,_                             1 wl:PPN2012   1 gf:PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,-,21,2","8s2.3p4.4p1.1d1 B,3,1,+,22,1",0.5,1.0,1.0
TiO 1,6591.731,-0.602,0.5178782237131184,16.0,2.398263898876505,15.0,99.0,99.0,99.0,7.021,0.0,0.0,0.004,_                             1 wl:PPN2012   1 gf:PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,16,4","8s2.3p4.4p1.1d1 A,3,3,0,15,6",0.5,1.0,1.0
TiO 1,6591.7377,-0.522,0.918492168662151,110.0,2.7989039548975247,110.0,99.0,99.0,99.0,6.946000000000001,0.0,0.0,0.001,_          0.0985393         41 wl:PPN2012  41 gf:PPN2012  41 PPN2012  41 PPN2012  41 PPN2012  41 PPN2012  41 PPN2012  41 PPN2012  41 PPN2012    (46)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,109,1","8s2.3p4.4p1.1d1 A,3,3,0,109,3",0.5,1.0,1.0
TiO 1,6591.7382,-0.203,0.6833394002933962,68.0,2.563723042115944,68.0,99.0,99.0,99.0,7.204,0.0,0.0,0.006,_                             1 wl:PPN2012   1 gf:PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,-,68,3","8s2.3p4.4p1.1d1 B,3,1,+,68,2",0.5,1.0,1.0
TiO 1,6591.7406,-1.401,0.22696395928160581,39.0,2.1073468819958086,39.0,99.0,99.0,99.0,7.2,0.0,0.0,0.002,_                            41 wl:PPN2012  41 gf:PPN2012  41 PPN2012  41 PPN2012  41 PPN2012  41 PPN2012  41 PPN2012  41 PPN2012  41 PPN2012    (46)TiO,"8s2.9s1.3p4.1d1 X,3,2,+,38,1","8s2.3p4.4p1.1d1 B,3,1,-,38,0",0.5,1.0,1.0
TiO 1,6591.7464,-0.035,0.7830254723054019,77.0,2.663406708834519,77.0,99.0,99.0,99.0,7.1979999999999995,0.0,0.0,0.006,_                             1 wl:PPN2012   1 gf:PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,-,78,3","8s2.3p4.4p1.1d1 B,3,1,+,78,2",0.5,1.0,1.0
TiO 1,6591.7505,-0.634,0.7074421762499838,39.0,2.587822222530805,39.0,99.0,99.0,99.0,7.215,0.0,0.0,0.002,_                             1 wl:PPN2012   1 gf:PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,-,38,5","8s2.3p4.4p1.1d1 B,3,1,+,38,4",0.5,1.0,1.0
TiO 1,6591.7547,-0.6659999999999999,0.6847384627744886,51.0,2.565117368400693,52.0,99.0,99.0,99.0,7.211,0.0,0.0,0.002,_                             1 wl:PPN2012   1 gf:PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,-,52,4","8s2.3p4.4p1.1d1 B,3,1,+,53,3",0.5,1.0,1.0
TiO 1,6591.7564,-0.67,0.5999116736577222,72.0,2.4802901081439765,72.0,99.0,99.0,99.0,7.188,0.0,0.0,0.003,_                             1 wl:PPN2012   1 gf:PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,+,72,2","8s2.3p4.4p1.1d1 B,3,1,-,73,1",0.5,1.0,1.0
TiO 1,6591.77,-0.466,0.6388153979446395,61.0,2.5191899021318336,62.0,99.0,99.0,99.0,7.207000000000001,0.0,0.0,0.004,_                             1 wl:PPN2012   1 gf:PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,+,62,3","8s2.3p4.4p1.1d1 B,3,1,-,63,2",0.5,1.0,1.0
TiO 1,6591.7881,-0.836,0.36914521822706564,61.0,2.2495146018669048,61.0,99.0,99.0,99.0,7.181,0.0,0.0,0.005,_                             1 wl:PPN2012   1 gf:PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,-,60,1","8s2.3p4.4p1.1d1 B,3,1,+,61,0",0.5,1.0,1.0
TiO 1,6591.8045,-1.093,0.5408725809443231,25.0,2.4212371787941396,25.0,99.0,99.0,99.0,7.016,0.0,0.0,0.001,_                            49 wl:PPN2012  49 gf:PPN2012  49 PPN2012  49 PPN2012  49 PPN2012  49 PPN2012  49 PPN2012  49 PPN2012  49 PPN2012    (49)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,25,4","8s2.3p4.4p1.1d1 A,3,3,0,25,6",0.5,1.0,1.0
TiO 1,6591.8071,0.42100000000000004,1.392164496281962,80.0,3.2725284246171125,80.0,99.0,99.0,99.0,6.97,0.0,0.0,0.002,_                             1 wl:PPN2012   1 gf:PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,0,81,8","8s2.3p4.4p1.1d1 A,3,3,0,81,11",0.5,1.0,1.0
TiO 1,6591.8183,-1.455,0.15765399085294185,18.0,2.0380146708021183,18.0,99.0,99.0,99.0,7.202000000000001,0.0,0.0,0.002,_                             1 wl:PPN2012   1 gf:PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012   1 PPN2012    (48)TiO,"8s2.9s1.3p4.1d1 X,3,2,-,18,1","8s2.3p4.4p1.1d1 B,3,1,+,19,0",0.5,1.0,1.0
